profile pic,username_length,bio_description_length,external_URL,is_private,posts_count,followers_count,following_count,fake_or_real,followers_following_ratio
0,19.0,2,1,1,40,176,1055,1,0.166666667
0,24.0,8,0,0,0,5,36,1,0.135135135
0,20.0,6,0,1,0,16,0,1,16.0
0,22.0,8,1,1,0,47,122,1,0.382113821
1,19.0,6,0,0,31,180,390,0,0.460358056
1,2.0,2,0,0,239,226,383,0,0.588541667
0,21.0,11,0,1,0,21,41,1,0.5
0,17.0,8,0,0,0,32,87,1,0.363636364
1,16.0,2,0,1,1,9,103,1,0.086538462
0,1.0,6,0,0,0,117,658,1,0.17754173
0,4.0,5,0,1,4,21,217,1,0.096330275
1,18.0,11,0,0,456,18943,720,0,26.27323162
1,1.0,5,0,0,113,1037,534,0,1.938317757
1,15.0,3,0,0,197,1070,1072,0,0.997204101
1,4.0,2,0,0,4,280,861,1,0.324825986
1,17.0,4,0,0,108,265,289,0,0.913793103
0,20.0,9,0,0,0,14,1,1,7.0
1,16.0,10,0,0,681,338489,2,0,112829.6667
1,23.0,3,0,0,1,104,15,0,6.5
0,23.0,8,1,1,0,25,1,1,12.5
1,23.0,6,1,0,39,719,624,0,1.1504
0,21.0,9,1,1,0,41,239,1,0.170833333
0,3.0,1,0,0,0,15,1,1,7.5
1,20.0,3,1,0,65,114,147,0,0.77027027
0,1.0,8,1,0,1,12,22,1,0.52173913
1,22.0,5,1,1,65,1746,1631,0,1.069852941
1,3.0,11,0,0,71,677,636,0,1.062794349
0,3.0,2,0,1,8,213,796,1,0.267252196
1,15.0,2,0,0,382,642471,135,0,4724.051471
1,4.0,1,0,1,14,263,1261,1,0.208399366
1,17.0,9,0,1,270,36220,367,0,98.42391304
0,3.0,5,0,1,0,3,2,1,1.0
0,17.0,8,0,1,0,42,237,1,0.176470588
0,1.0,9,0,0,0,47,7,1,5.875
0,3.0,1,0,0,7,148,428,1,0.344988345
1,24.0,9,0,0,53,3653,216,0,16.83410138
0,24.0,9,0,1,3,29,57,1,0.5
1,15.0,5,1,1,25,176,389,0,0.451282051
1,20.0,2,0,0,94,775,676,0,1.144756278
1,2.0,4,0,1,15,443,406,0,1.088452088
1,18.0,4,0,1,1,71,164,1,0.43030303
1,23.0,10,0,0,36,3772,266,0,14.12734082
1,4.0,7,0,0,464,710030,399,0,1775.075
1,24.0,2,0,1,20,421,336,0,1.24925816
1,16.0,8,1,0,560,205558,53,0,3806.62963
1,3.0,6,0,0,676,712,1173,0,0.606473595
0,2.0,7,1,1,7,38,17,1,2.111111111
1,3.0,9,0,0,46,147,380,0,0.385826772
1,19.0,4,0,0,27,80,260,0,0.30651341
1,2.0,7,0,0,45,1256,506,0,2.477317554
1,23.0,3,1,0,1,55,2,1,18.33333333
1,21.0,6,0,0,13,156,310,1,0.501607717
0,1.0,1,1,0,0,16,24,1,0.64
1,4.0,11,0,1,457,356404,492,0,722.9290061
0,2.0,2,1,0,1,2314,759,1,3.044736842
1,16.0,9,0,0,33,1078,76,0,14.0
0,21.0,3,0,0,0,30,26,1,1.111111111
0,20.0,10,0,0,4,30,54,1,0.545454545
1,21.0,1,0,1,282,3723,953,0,3.902515723
0,1.0,6,1,1,0,49,0,1,49.0
1,4.0,6,0,0,14,55,83,0,0.654761905
1,22.0,11,0,0,165,1062,431,0,2.458333333
1,21.0,6,0,0,10,107,101,0,1.049019608
1,3.0,11,0,0,22,462,2343,1,0.197098976
0,3.0,7,0,0,0,27,25,1,1.038461538
1,2.0,7,1,1,10,301,396,0,0.758186398
1,4.0,4,0,0,60,415,285,0,1.451048951
1,23.0,11,1,0,15,123,179,0,0.683333333
0,1.0,2,0,0,0,37,153,1,0.24025974
1,4.0,4,0,1,0,40,233,1,0.170940171
1,4.0,1,0,1,3,1200,634,0,1.88976378
1,1.0,5,0,0,23,118,327,1,0.359756098
1,3.0,8,0,0,164,505,999,0,0.505
1,4.0,10,0,0,20,72,43,0,1.636363636
1,4.0,9,1,0,1,35,136,1,0.255474453
0,24.0,2,0,0,0,48,0,1,48.0
1,18.0,5,0,0,41,1128,85,0,13.11627907
0,2.0,2,0,0,12,106,485,1,0.218106996
1,15.0,1,0,0,165,731,487,0,1.49795082
0,3.0,6,0,0,0,44,90,1,0.483516484
0,19.0,2,1,0,0,3003,825,1,3.63559322
0,4.0,5,0,1,2,3,12,1,0.230769231
0,21.0,7,0,1,0,133,311,1,0.426282051
0,1.0,2,0,0,6,1082,4185,1,0.25848065
1,1.0,10,0,1,6,105,110,0,0.945945946
1,4.0,11,0,0,11,419,224,0,1.862222222
1,3.0,6,0,1,0,15,64,1,0.230769231
1,22.0,3,0,0,132,1691,1017,0,1.661100196
0,3.0,11,0,0,0,25,86,1,0.287356322
0,24.0,10,0,1,13,181,935,1,0.193376068
0,4.0,2,0,0,0,15,4,1,3.0
0,21.0,9,0,1,0,48,1,1,24.0
1,24.0,3,0,0,10,67,90,1,0.736263736
1,2.0,3,1,0,17,38,37,0,1.0
1,23.0,7,0,0,26,357,2018,1,0.176820208
1,3.0,4,0,1,5,2,55,1,0.035714286
1,23.0,1,0,0,21,59,102,0,0.572815534
1,2.0,6,0,0,82,353,547,0,0.644160584
1,1.0,11,0,1,16,175,375,0,0.465425532
1,24.0,10,0,1,79,409,287,0,1.420138889
1,16.0,6,0,0,48,49540,299,0,165.1333333
1,4.0,7,0,0,425,3686,1400,0,2.630977873
0,16.0,1,0,0,0,15,24,1,0.6
0,22.0,5,0,0,0,32,23,1,1.333333333
1,18.0,4,0,0,2,45834,280,0,163.1103203
0,1.0,4,1,1,0,42,224,1,0.186666667
1,3.0,4,0,0,36,3059,3219,0,0.95
1,4.0,6,0,1,48,78,60,1,1.278688525
1,16.0,2,0,1,44,66,75,1,0.868421053
1,24.0,11,1,1,829,1321,3681,0,0.358772406
0,3.0,11,0,0,8,43,24,1,1.72
1,2.0,3,0,0,78,1261,262,0,4.794676806
0,16.0,9,0,0,4,17,57,1,0.293103448
0,16.0,4,0,1,0,16,23,1,0.666666667
1,15.0,3,1,0,550,18758,809,0,23.15802469
0,1.0,9,0,0,1,11,14,1,0.733333333
1,21.0,2,0,0,60,1840,582,0,3.156089194
1,1.0,11,0,1,0,21,45,1,0.456521739
1,16.0,1,1,1,152,3532,607,0,5.809210526
1,22.0,5,0,1,62,3617,318,0,11.33855799
1,2.0,7,0,0,0,23,37,1,0.605263158
1,20.0,5,1,0,298,17942,519,0,34.50384615
0,22.0,8,0,0,0,33,44,1,0.733333333
1,17.0,4,1,0,458,324688,80,0,4008.493827
0,1.0,1,0,0,2,28,737,1,0.037940379
1,22.0,9,1,1,3,16,105,1,0.150943396
1,4.0,7,0,0,27,944,1198,0,0.787322769
1,2.0,10,0,0,122,1760,849,0,2.070588235
0,17.0,9,0,0,8,163,433,1,0.375576037
1,20.0,2,0,0,228,2286,134,0,16.93333333
0,22.0,4,1,0,0,0,0,1,0.0
0,24.0,7,0,0,1,106,42,1,2.465116279
0,17.0,9,0,0,7,40,66,1,0.597014925
1,3.0,8,0,0,5,135,182,0,0.737704918
0,17.0,7,0,0,0,5,16,1,0.294117647
1,22.0,1,0,1,9,103,113,0,0.903508772
1,20.0,6,0,1,74,1759,642,0,2.735614308
1,4.0,6,0,1,50,819,492,0,1.661257606
1,3.0,6,0,0,253,235,385,0,0.60880829
1,4.0,4,0,0,56,410,279,1,1.464285714
1,23.0,2,0,1,73,2571,733,0,3.502724796
1,3.0,6,1,0,459,719,440,0,1.630385488
0,4.0,1,0,0,15,184,914,1,0.201092896
1,19.0,6,0,1,7,70,165,1,0.421686747
1,1.0,11,1,0,8,408,405,0,1.004926108
1,3.0,10,0,1,12,184,232,0,0.789699571
1,22.0,3,0,0,234,2707,594,0,4.549579832
0,3.0,1,0,0,0,47,7,1,5.875
1,21.0,1,1,1,282,950,576,0,1.64644714
1,15.0,9,0,0,112,206,32,0,6.242424242
1,17.0,8,0,0,157,1680,2972,0,0.565085772
1,16.0,3,0,0,273,3753,927,0,4.044181034
1,16.0,10,0,0,120,276,248,0,1.108433735
1,4.0,10,1,1,8,106,104,0,1.00952381
0,20.0,9,0,0,0,4,62,1,0.063492063
1,23.0,10,0,0,42,586,431,0,1.356481481
1,22.0,7,0,1,74,137,96,0,1.412371134
0,21.0,7,0,0,0,0,68,1,0.0
0,19.0,1,0,0,0,3,9,1,0.3
0,23.0,9,0,0,0,40,237,1,0.168067227
1,2.0,7,0,0,35,569,432,0,1.31408776
0,23.0,11,0,0,126,137,740,1,0.18488529
1,17.0,3,1,0,10,408,396,0,1.027707809
0,1.0,7,0,1,2,34,112,1,0.300884956
0,2.0,10,0,0,0,47,9,1,4.7
0,23.0,2,0,1,0,15,3,1,3.75
0,18.0,8,0,1,10,66,5,1,11.0
1,21.0,6,0,0,1073,530,1082,0,0.489381348
0,19.0,3,0,1,0,17,44,1,0.377777778
0,22.0,6,0,0,0,367,2684,1,0.136685289
1,3.0,5,0,0,10,65,161,1,0.401234568
1,23.0,8,0,0,1,57,28,0,1.965517241
1,2.0,2,1,0,17,116,161,0,0.716049383
0,24.0,9,0,0,0,38,40,1,0.926829268
1,17.0,7,0,0,161,1001,76,0,13.0
0,15.0,9,1,0,1,55,30,1,1.774193548
0,4.0,3,0,0,0,38,67,1,0.558823529
1,19.0,7,1,1,8,104,315,1,0.329113924
1,23.0,9,0,0,15,189,250,0,0.752988048
0,15.0,9,0,0,0,21,44,1,0.466666667
0,1.0,5,0,0,0,69,27,1,2.464285714
0,21.0,2,0,0,0,48,160,1,0.298136646
0,2.0,11,0,0,0,1,2,1,0.333333333
1,19.0,11,0,0,8,212,213,0,0.990654206
0,1.0,6,0,1,2,97,408,1,0.237163814
0,3.0,11,0,0,119,23,251,1,0.091269841
1,3.0,10,0,1,23,168,208,0,0.803827751
1,2.0,11,1,0,98,1011,998,0,1.012012012
1,20.0,7,0,1,86,224,171,0,1.302325581
1,19.0,4,1,0,140,1365,1198,0,1.138448707
1,3.0,4,0,0,155,440,278,0,1.577060932
0,24.0,3,0,0,1,12,59,1,0.2
0,18.0,8,0,1,0,51,1,1,25.5
1,18.0,7,0,0,709,747,4656,0,0.160403693
0,4.0,1,0,0,0,16,24,1,0.64
0,1.0,4,0,0,0,47,8,1,5.222222222
0,22.0,7,0,0,0,16,0,1,16.0
0,20.0,3,0,1,125,14,302,1,0.04620462
1,4.0,3,0,0,645,1911,1428,0,1.33729881
1,4.0,7,0,0,59,1000,1824,0,0.547945205
1,17.0,2,1,1,9,92,116,0,0.786324786
0,1.0,4,0,0,0,16,26,1,0.592592593
1,3.0,11,0,0,227,3543,1017,0,3.480353635
1,2.0,5,0,1,64,675,2954,1,0.228426396
1,18.0,9,1,0,593,772,425,0,1.812206573
0,4.0,8,0,1,0,118,191,1,0.614583333
1,4.0,2,0,1,163,936,733,0,1.27520436
1,4.0,9,0,0,155,641,447,0,1.430803571
1,1.0,7,0,1,3,13,16,0,0.764705882
1,3.0,8,0,0,77,7305,265,0,27.46240602
0,1.0,5,0,0,0,15,1,1,7.5
1,15.0,3,0,0,129,1842,2711,0,0.67920354
0,15.0,7,0,0,0,46,3,1,11.5
0,4.0,8,1,1,0,96,27,1,3.428571429
1,1.0,11,0,0,97,1781,2790,0,0.638122537
0,3.0,4,0,0,1,12,59,1,0.2
1,2.0,9,1,0,10,195,208,0,0.933014354
0,23.0,5,0,0,1,12,21,1,0.545454545
1,1.0,6,0,0,115,495,998,0,0.495495495
1,24.0,5,0,0,2,218,792,1,0.274905422
0,23.0,11,0,0,1,53,306,1,0.172638436
1,1.0,8,0,0,78,992,976,0,1.015353122
0,4.0,8,0,1,0,8,5,1,1.333333333
1,3.0,6,0,0,0,22,38,1,0.564102564
1,1.0,9,1,0,84,1234,509,0,2.419607843
0,17.0,11,0,0,121,546,1055,0,0.517045455
1,19.0,10,0,1,25,213,267,0,0.794776119
1,16.0,8,0,0,64,130,224,0,0.577777778
1,18.0,5,0,1,11,114,98,0,1.151515152
0,1.0,1,0,0,0,15,23,1,0.625
1,3.0,8,0,1,80,1228,1911,0,0.642259414
1,20.0,6,0,0,92,780,674,0,1.155555556
1,3.0,6,0,0,85,814,745,0,1.091152815
1,2.0,7,0,0,15,400,419,0,0.952380952
1,2.0,1,0,0,102,7714,232,0,33.10729614
0,21.0,3,0,0,12,85,477,1,0.177824268
1,24.0,1,0,0,112,805,667,0,1.20508982
1,15.0,8,0,0,218,910,555,0,1.636690647
1,21.0,8,1,0,5,58,90,1,0.637362637
1,3.0,7,1,0,114,540,683,0,0.789473684
1,2.0,1,0,0,9,121,454,0,0.265934066
0,23.0,2,1,0,8,48,43,1,1.090909091
1,1.0,10,0,0,69,320377,228,0,1399.026201
1,17.0,6,0,0,1,3,19,1,0.15
1,23.0,2,0,0,52,1451,78,0,18.36708861
1,1.0,10,0,0,99,164,147,0,1.108108108
0,3.0,11,0,0,1,88,431,1,0.203703704
1,15.0,11,1,0,61,137,229,0,0.595652174
0,1.0,8,0,0,1,44,84,1,0.517647059
0,4.0,3,0,0,0,40,42,1,0.930232558
1,1.0,7,0,0,56,963,960,0,1.002081165
1,23.0,9,0,0,902,745,1563,0,0.476342711
1,3.0,11,0,0,2,53,35,0,1.472222222
1,18.0,6,0,1,12,309,364,0,0.846575342
1,2.0,2,0,0,3,33,21,0,1.5
1,2.0,1,0,0,91,386,586,0,0.65758092
1,1.0,7,0,0,65,715,265,0,2.687969925
0,1.0,9,0,1,0,49,0,1,49.0
1,21.0,8,0,1,222,5282,652,0,8.088820827
0,4.0,3,0,0,0,31,44,1,0.688888889
0,3.0,6,1,0,8,1,213,1,0.004672897
0,2.0,11,0,0,0,0,66,1,0.0
1,3.0,2,0,0,59,11204,124,0,89.632
0,4.0,9,0,1,0,10,78,1,0.126582278
1,19.0,9,0,0,508,644332,255,0,2516.921875
0,19.0,10,1,0,0,19,15,1,1.1875
0,17.0,4,0,1,0,32,45,1,0.695652174
1,3.0,10,0,0,302,665,975,0,0.681352459
1,4.0,10,1,0,89,1028,669,0,1.534328358
1,23.0,8,0,0,345,717,418,0,1.711217184
1,24.0,10,0,0,8,91,113,0,0.798245614
0,23.0,3,0,0,0,50,58,1,0.847457627
0,1.0,8,1,0,0,16,0,1,16.0
1,4.0,10,0,0,45,130,177,0,0.730337079
1,3.0,1,0,1,0,14,56,1,0.245614035
1,23.0,8,0,0,101,390,484,0,0.804123711
1,4.0,7,0,0,1,62,733,1,0.084468665
1,16.0,5,0,0,16,446,408,0,1.090464548
0,17.0,10,0,0,1,107,42,1,2.488372093
1,4.0,3,1,0,170,2708,740,0,3.654520918
1,3.0,9,0,1,23,592,1357,0,0.435935199
1,2.0,2,0,0,889,706,1326,0,0.532027129
1,3.0,7,0,0,216,1463,1874,0,0.780266667
0,3.0,1,0,0,0,33,217,1,0.151376147
1,1.0,10,0,0,9,315,344,0,0.913043478
0,2.0,5,0,1,0,35,37,1,0.921052632
0,1.0,4,0,0,0,52,404,1,0.128395062
1,1.0,8,0,0,514,127890,166,0,765.8083832
0,1.0,10,0,0,0,32,24,1,1.28
0,4.0,2,0,1,1,35,136,1,0.255474453
0,16.0,9,0,0,0,16,26,1,0.592592593
1,2.0,8,1,0,7,164,164,0,0.993939394
1,4.0,2,0,0,102,974,552,0,1.761301989
1,19.0,5,0,0,6,59,38,1,1.512820513
0,1.0,3,0,0,0,48,40,1,1.170731707
1,3.0,10,0,0,27,209,268,0,0.776951673
0,4.0,5,0,0,0,89,333,1,0.266467066
0,3.0,1,1,1,6,156,425,1,0.366197183
1,21.0,3,0,1,40,219,155,1,1.403846154
1,1.0,8,0,0,39,395,349,0,1.128571429
1,17.0,8,0,0,217,627,476,0,1.314465409
0,16.0,10,1,1,0,52,77,1,0.666666667
1,1.0,3,1,1,46,1379,2867,0,0.480822873
1,17.0,7,0,0,218,5181,806,0,6.420074349
1,15.0,2,0,1,83,742,1398,0,0.530378842
1,3.0,7,0,0,281,427,470,0,0.906581741
1,4.0,3,0,0,280,2525,1040,0,2.425552354
1,1.0,6,1,0,8,170,166,0,1.017964072
1,16.0,9,0,0,125,1016,550,0,1.843920145
0,23.0,9,0,0,0,12,4,1,2.4
1,21.0,11,0,0,53,110,163,1,0.670731707
0,15.0,11,1,0,1,16,61,1,0.258064516
1,3.0,2,0,1,11,107,97,0,1.091836735
1,23.0,3,1,0,9,159,433,1,0.366359447
1,20.0,9,0,0,171,1520,1012,0,1.500493583
1,23.0,1,0,0,157,1267,899,0,1.407777778
1,20.0,5,0,0,483,14754,563,0,26.15957447
1,23.0,7,1,0,9,426,410,0,1.03649635
1,1.0,1,1,0,32,178,81,0,2.170731707
1,2.0,3,0,0,4,61,76,1,0.792207792
1,19.0,3,0,0,403,8711,345,0,25.17630058
1,3.0,3,0,1,692,711,1191,0,0.59647651
1,16.0,11,0,0,202,1528,1152,0,1.325238508
1,23.0,9,0,0,31,265,321,0,0.822981366
1,24.0,5,1,0,8,65,90,0,0.714285714
1,15.0,10,1,0,35,193,404,0,0.47654321
1,1.0,7,0,0,108,856,3766,1,0.227236528
1,22.0,5,0,1,5,144,175,0,0.818181818
0,16.0,4,0,1,0,26,46,1,0.553191489
1,15.0,9,0,0,995,501160,653,0,766.2996942
1,4.0,11,1,1,140,2909,535,0,5.427238806
1,2.0,6,1,1,0,39,143,1,0.270833333
1,4.0,3,0,0,178,294713,188,0,1559.328042
0,4.0,4,1,0,0,17,0,1,17.0
0,20.0,2,0,1,0,15,2,1,5.0
1,2.0,11,0,0,17,421,369,0,1.137837838
1,2.0,9,0,0,34,91,763,1,0.119109948
1,2.0,5,0,1,62,134,229,0,0.582608696
0,23.0,4,0,1,7,48,42,1,1.11627907
0,15.0,7,0,0,2,351,2601,1,0.134896234
1,17.0,4,0,1,1,22,25,1,0.846153846
0,3.0,8,1,1,0,75,25,1,2.884615385
0,17.0,6,0,1,10,74,110,1,0.666666667
1,23.0,3,1,0,64,379,343,0,1.101744186
0,2.0,7,0,0,0,4,20,1,0.19047619
0,4.0,8,0,1,0,48,2,1,16.0
0,2.0,9,0,0,2,255,866,1,0.294117647
1,19.0,7,1,0,687,484,718,0,0.673157163
1,24.0,9,1,1,83,50,33,1,1.470588235
1,2.0,4,1,0,58,547,461,0,1.183982684
0,24.0,7,0,1,2,45,83,1,0.535714286
1,16.0,5,0,1,113,511,582,0,0.876500858
1,4.0,8,0,0,40,816,488,0,1.668711656
1,4.0,4,0,0,3,20,126,1,0.157480315
1,4.0,9,0,0,15,680,1269,0,0.535433071
1,1.0,4,0,1,10,408,394,0,1.032911392
0,22.0,1,0,0,0,44,45,1,0.956521739
0,3.0,10,1,1,0,42,240,1,0.174273859
0,1.0,10,1,0,7,39,24,1,1.56
0,2.0,2,0,0,4,18,57,1,0.310344828
1,22.0,1,1,0,263,37068,3163,0,11.71554994
1,20.0,9,0,1,31,229,292,0,0.781569966
0,2.0,7,0,0,3,671,571,1,1.173076923
1,2.0,10,0,0,9,190,1466,1,0.129516019
0,2.0,11,1,1,0,38,64,1,0.584615385
1,19.0,8,0,0,18,114,318,1,0.357366771
1,4.0,7,1,1,281,402,456,0,0.879649891
1,3.0,10,0,0,14,68,65,0,1.03030303
1,18.0,4,0,0,172,567,504,0,1.122772277
0,17.0,3,0,1,0,51,765,1,0.066579634
0,2.0,3,0,0,0,54,380,1,0.141732283
1,24.0,2,0,0,4,23,151,1,0.151315789
0,2.0,11,0,0,0,20,0,1,20.0
1,2.0,4,0,0,107,971,2047,0,0.474121094
0,4.0,7,0,0,27,9,217,1,0.041284404
1,15.0,2,0,1,0,5,120,1,0.041322314
1,19.0,6,0,0,183,1084,1898,0,0.570826751
0,1.0,5,0,0,0,21,44,1,0.466666667
1,23.0,3,0,0,56,143,239,0,0.595833333
0,2.0,11,0,0,0,28,48,1,0.571428571
1,1.0,5,0,1,150,1249,6873,0,0.181699156
1,1.0,4,0,1,8,298,374,0,0.794666667
0,23.0,7,0,0,1,1,1,1,0.5
0,1.0,6,0,1,0,49,80,1,0.604938272
0,3.0,7,0,0,8,83,240,1,0.34439834
0,3.0,2,1,1,0,57,76,1,0.74025974
1,24.0,6,0,0,129,2039,277,0,7.334532374
0,3.0,2,0,0,0,0,34,1,0.0
0,3.0,4,0,1,0,50,39,1,1.25
1,18.0,1,0,0,4498,3288246,51,0,63235.5
1,1.0,5,1,0,92,958,3656,1,0.261963358
1,19.0,10,0,0,6,254,343,0,0.738372093
0,22.0,9,0,0,0,1,8,1,0.111111111
1,4.0,11,0,1,86,74,154,0,0.477419355
1,3.0,9,0,1,15,210,293,0,0.714285714
0,1.0,10,0,0,0,32,45,1,0.695652174
0,21.0,5,0,0,0,15,0,1,15.0
0,16.0,1,0,0,57,634,1023,0,0.619140625
1,17.0,2,0,0,9,337,337,0,0.99704142
1,17.0,9,0,0,40,44017,1614,0,27.25510836
1,2.0,6,0,0,29,122,336,1,0.362017804
1,16.0,5,0,1,176,397,831,0,0.477163462
0,3.0,2,0,0,11,42,26,1,1.555555556
1,4.0,2,0,0,88,10585,2445,0,4.327473426
1,4.0,3,1,0,111,541,701,0,0.770655271
0,1.0,6,0,0,0,16,25,1,0.615384615
1,1.0,6,0,0,2,112,134,1,0.82962963
0,2.0,8,0,1,0,37,812,1,0.045510455
0,17.0,1,0,0,0,16,36,1,0.432432432
1,1.0,5,0,1,2,24,28,0,0.827586207
1,19.0,1,0,1,101,741,1440,0,0.514226232
1,4.0,6,0,0,330,351259,492,0,712.4929006
0,19.0,3,0,0,116,496,1087,0,0.455882353
1,21.0,8,0,0,1,14,55,1,0.25
1,24.0,2,0,0,79,63,34,1,1.8
0,1.0,4,0,0,3,55,64,1,0.846153846
0,17.0,1,0,1,0,14,22,1,0.608695652
1,17.0,8,1,0,8,166,163,0,1.012195122
1,22.0,1,1,1,97,405,282,0,1.431095406
1,3.0,3,1,0,172,470,288,0,1.626297578
1,1.0,8,1,1,13,423,280,0,1.505338078
0,20.0,10,0,1,0,0,34,1,0.0
1,4.0,3,0,0,9,188,1456,1,0.129032258
1,2.0,5,0,0,25,62,74,1,0.826666667
0,21.0,10,0,0,0,7,19,1,0.35
1,2.0,9,0,1,131,442,904,0,0.48839779
1,4.0,1,0,1,12,173,372,0,0.463806971
0,2.0,10,0,0,0,17,18,1,0.894736842
0,16.0,10,0,0,0,1,0,1,1.0
1,24.0,3,0,0,0,46,93,1,0.489361702
1,21.0,8,1,1,56,86,141,0,0.605633803
0,18.0,9,0,0,0,4,25,1,0.153846154
1,15.0,2,0,1,1,10,104,1,0.095238095
1,3.0,10,0,0,1,37,139,1,0.264285714
0,23.0,2,0,0,0,21,10,1,1.909090909
1,4.0,4,0,0,69,3551,173,0,20.40804598
0,3.0,5,0,0,4,14,43,1,0.318181818
0,4.0,9,0,0,2,131,314,1,0.415873016
1,4.0,5,0,0,142,876,528,0,1.655954631
1,4.0,10,0,0,158,287,226,0,1.264317181
0,1.0,10,0,0,0,4,34,1,0.114285714
1,24.0,9,0,0,10,63,162,1,0.386503067
1,21.0,3,0,1,250,7955,320,0,24.78193146
0,1.0,5,0,1,85,28,318,1,0.087774295
1,1.0,5,0,0,389,50630,776,0,65.16087516
1,3.0,8,0,0,0,5,229,1,0.02173913
1,24.0,2,1,0,87,113,395,0,0.285353535
0,4.0,6,0,0,0,20,7,1,2.5
0,20.0,2,0,1,1,34,36,1,0.918918919
1,20.0,10,0,0,81,57,33,1,1.676470588
1,3.0,9,0,0,232,1470,1221,0,1.20294599
1,19.0,7,0,0,917,18851,861,0,21.86890951
1,3.0,3,0,0,5698,852686,95,0,8882.145833
1,20.0,5,0,0,213,633,466,0,1.355460385
1,4.0,7,0,0,413,361141,576,0,625.8942808
0,23.0,2,0,1,5,36,19,1,1.8
0,1.0,4,0,0,0,16,0,1,16.0
1,3.0,8,0,0,0,11,60,1,0.180327869
0,3.0,3,0,1,1,50,35,1,1.388888889
0,3.0,4,0,0,2,46,124,1,0.368
1,3.0,4,0,0,664,714,1159,0,0.615517241
0,17.0,10,0,0,2,18,153,1,0.116883117
0,24.0,1,0,0,0,24,611,1,0.039215686
1,22.0,1,0,0,79,7337,262,0,27.8973384
1,20.0,8,0,0,21,444,1766,1,0.251273345
0,1.0,11,0,1,1,128,187,1,0.680851064
1,23.0,10,0,1,23,58,105,0,0.547169811
1,1.0,2,0,0,53,398,261,0,1.519083969
1,17.0,3,0,0,23,193,78,0,2.443037975
1,19.0,1,0,1,9,307,396,0,0.773299748
0,19.0,6,0,0,0,50,0,1,50.0
1,23.0,11,1,1,53,1368,186,0,7.315508021
0,16.0,10,0,0,128,528,1052,0,0.501424501
0,17.0,6,0,0,102,513,1120,0,0.457627119
1,3.0,10,0,0,46,390,436,0,0.892448513
0,20.0,9,0,1,0,2,75,1,0.026315789
1,1.0,11,0,0,27,51,100,0,0.504950495
0,20.0,9,0,0,1,50,39,1,1.25
1,17.0,9,0,0,1214,725,1233,0,0.587520259
1,2.0,11,0,1,31,21,43,1,0.477272727
0,1.0,3,0,0,4,70,155,1,0.448717949
1,4.0,11,0,0,302,642,710,0,0.902953586
0,4.0,7,0,0,5,181,227,1,0.793859649
1,1.0,3,0,1,249,7950,320,0,24.76635514
1,22.0,7,0,0,124,1754,890,0,1.968574635
0,19.0,11,0,0,0,10,31,1,0.3125
1,15.0,1,0,1,75,267,1447,0,0.184392265
1,3.0,2,0,1,19,137,211,0,0.646226415
0,17.0,2,0,0,0,16,1,1,8.0
0,3.0,7,0,0,4,478,431,1,1.106481481
1,2.0,5,0,0,0,43,221,1,0.193693694
1,21.0,2,0,0,10,167,164,0,1.012121212
1,4.0,7,1,0,6,146,845,1,0.172576832
1,22.0,3,0,1,109,1360,149,0,9.066666667
1,22.0,2,0,0,285,17827,490,0,36.30753564
1,1.0,11,0,0,126,670,358,0,1.866295265
1,3.0,5,0,1,329,2667,576,0,4.622183709
1,3.0,6,0,0,996,597,1324,0,0.450566038
1,2.0,4,0,0,153,907,107,0,8.398148148
1,1.0,10,0,0,96,3544,316,0,11.17981073
1,3.0,4,0,1,80,999,590,0,1.69035533
0,21.0,1,0,0,9,143,883,1,0.161764706
1,3.0,5,0,1,7,9,82,1,0.108433735
1,3.0,4,0,1,561,207440,52,0,3913.962264
1,19.0,7,0,1,29,799,216,0,3.68202765
0,20.0,3,0,0,0,52,134,1,0.385185185
0,15.0,3,0,0,0,1,1,1,0.5
1,22.0,6,0,0,387,33684,1464,0,22.99249147
1,22.0,6,0,0,84,410,630,0,0.649762282
1,15.0,10,0,0,0,13,16,1,0.764705882
1,18.0,3,0,0,69,516,462,0,1.114470842
1,1.0,7,0,0,9,74,63,0,1.15625
1,22.0,11,0,0,0,47,98,1,0.474747475
0,21.0,9,1,0,8,99,333,1,0.296407186
1,4.0,9,0,0,985,656,1451,0,0.451790634
1,4.0,8,0,0,108,265,287,0,0.920138889
0,4.0,8,0,1,0,52,126,1,0.409448819
1,4.0,9,0,1,279,1893,2706,0,0.699298116
1,15.0,7,0,0,6,796,1154,0,0.689177489
1,4.0,5,0,0,749,380425,2,0,126808.3333
1,20.0,8,0,0,12,442,411,0,1.072815534
1,24.0,6,0,0,17,188,172,0,1.086705202
1,20.0,6,0,0,20,177,377,0,0.468253968
0,3.0,9,0,1,0,50,45,1,1.086956522
0,4.0,2,0,0,20,72,677,1,0.10619469
0,15.0,9,0,0,3,1754,800,1,2.189762797
0,15.0,7,0,0,0,1,0,1,1.0
0,1.0,4,0,1,0,11,596,1,0.018425461
1,3.0,9,1,0,53,144,234,0,0.612765957
0,18.0,2,0,0,0,32,25,1,1.230769231
1,3.0,9,0,0,1143,2709,1053,0,2.570208729
0,23.0,3,0,0,0,48,0,1,48.0
1,18.0,5,1,1,21,361,2152,1,0.167673014
1,1.0,10,0,1,22,221,330,0,0.667673716
0,1.0,2,0,0,0,35,38,1,0.897435897
